MFCC_seg1_coef1,MFCC_seg1_coef2,MFCC_seg1_coef3,MFCC_seg2_coef1,MFCC_seg2_coef2,MFCC_seg2_coef3,MFCC_seg3_coef1,MFCC_seg3_coef2,MFCC_seg3_coef3,MFCC_seg4_coef1,MFCC_seg4_coef2,MFCC_seg4_coef3,MFCC_seg5_coef1,MFCC_seg5_coef2,MFCC_seg5_coef3,Formante_1,Formante_2,Formante_3,Etiqueta
-320.50152133836843,74.36605942642419,-19.460523439463664,-212.73903125161368,90.95119038775208,-28.91029604405328,-86.38693393784543,68.18801125319094,-51.68298640939158,-123.99916025640967,60.42020939725379,-37.4743321974267,-119.7975062094898,8.357633858964935,-20.917566723943846,448.1349318788774,1893.6711193224062,3001.5583355941653,berenjena
-333.1837818623694,59.87582314026538,-29.465450668229217,-130.55696773046793,64.63585395304924,-46.43931613736545,-138.5184158375947,50.62647983076544,-35.94973578889874,-129.4407335700846,36.685168239329684,-18.728818000620276,-87.7467125471886,27.969225612252313,-27.422014042468952,398.17570651626113,2041.155747247714,3084.469242572281,berenjena
-354.5160476080242,77.3569238425413,-16.2608287162868,-254.81968965511163,88.94726153684233,-14.174489434981473,-110.61837290818012,52.33599451262988,-42.36445315775593,-153.61284587406033,60.70726906408381,-33.91931995935114,-163.139547601187,81.51710812788234,-26.799604228514482,357.81101597407184,1954.1469279253195,2479.2894224101706,berenjena
-307.7968366960443,69.47136477101876,-31.211510152212533,-194.26375461436098,56.83147889141242,-24.648899793786498,-144.01747717664182,50.65679108102917,-34.01823552909234,-138.72801803666644,36.67149670995539,-36.08217521935274,-70.395222326318,18.986962374514217,-40.770654446031884,366.27682366044127,2336.219316092269,3039.9192478060068,berenjena
-337.76260602926845,94.9939488202884,-18.437664927512387,-189.15393618148138,127.02440369838352,-0.2711209858355687,-81.26466682978507,87.06557388953803,-26.282597634656252,-145.75845596944563,37.63643493064338,-20.899205758158196,-175.5225511667573,7.701581982217357,-11.472575135583444,0.0,591.9655962467922,3161.28990579769,berenjena
-593.1411351528534,67.64176155601187,9.765503748339862,-177.3991261440279,85.04821866132815,-33.555759456061935,-88.12125706434257,87.00371615397084,-38.6808953769392,-168.45268919199071,37.71785864080506,-28.75114957458326,-184.6043659431647,-15.38607024783615,-9.227106284775479,577.1912660195978,2569.834984213403,3194.2737099173723,berenjena
-433.2416405345413,82.56162888649865,-16.52211216751493,-152.02669826105554,56.636326093919,-37.23453589672637,-97.38228674510006,56.93341283423247,-41.88671195685305,-154.27275729552485,38.39087569705196,-26.18094617979437,-175.36682858865936,-0.5376965397776843,0.5436758173520921,595.5602066823058,2211.8482661998373,3339.811119176391,berenjena
-522.3764189131381,77.36316769376967,9.074268632067017,-215.8053380925257,87.84883164110913,-21.701011652997607,-123.3954090184239,47.308400971294695,-29.760553537350695,-161.9724543468892,50.11406973891351,-31.192322414094587,-220.4487009990798,53.82063923775284,-10.660341419921192,579.9889173114403,2501.8998833775845,2504.7537387334833,berenjena
-461.96820149787465,83.67150431650941,-2.349585425858264,-124.53843836778215,60.60106065130991,-41.76604983639673,-140.41866474498667,43.90137070105048,-38.584239812742496,-155.69353302434416,37.88733084344759,-37.71207815828309,-264.9558417649623,71.27199519440357,-27.907192409057565,618.8110653743731,2262.434023492635,3129.4479987128357,berenjena
-347.29386953242386,95.67371026537978,-7.8350806122749646,-156.22796409131297,85.47574497260624,-24.073472633567214,-88.57882882232077,72.87916034713263,-35.65188484175262,-167.56766634178064,57.105158213125094,-16.34578258380575,-164.15883655924296,20.775253265833236,-9.366244706023059,0.0,613.4175041068298,2191.836675340445,berenjena
-353.1934814328796,50.537575034376516,-41.92880290794106,-228.5077770240996,72.23237431215901,-46.01113189574907,-102.97254264854094,50.22414174328749,-71.35166732675036,-185.93675300819706,49.08190117578084,-50.150620832977175,-148.70031200984164,18.65988021967467,-60.44453139946107,385.5470980158256,2031.722295144694,2982.9228484415567,berenjena
-456.5693817678254,-31.58329413555959,-31.65463628233734,-108.32298980663829,0.24282263808272903,-39.27012267302932,-76.70601584656342,26.512023096649283,-55.57505196794746,-128.67994583340453,-14.13263252053232,-35.75012148244669,-157.17588336071452,-1.7358329642062358,-21.535481312588267,500.12891005968225,2148.2320096104218,2960.181216126071,berenjena
-363.4166598573896,32.97010904279681,2.8078337912548235,-171.16089001328118,48.08919550082412,-27.499497898640488,-129.80597602255045,11.974595850377831,-42.90635232607575,-115.95538070885098,32.15109562542263,-54.9693543737274,-186.99288459486942,4.286738137742609,-35.658438420502804,492.89403835531675,2006.8067527577625,2844.9233430732743,berenjena
-261.88872926458896,90.21603886358977,-28.478661986809705,-158.5352142701052,80.28379874756615,-45.24387897507216,-171.29360888604674,76.16659340417486,-32.08668583123636,-150.65377378943907,65.68661094145287,-31.808292683839845,-95.61865500350527,49.021544294402865,-38.18494150772433,383.50244327912145,2025.185903401311,2550.9094942509882,berenjena
-325.5140966423179,69.5145352492413,-24.881786902981695,-207.24943518214758,85.63296303205546,-24.25428477649437,-82.72008488220472,45.38524729207215,-49.12348183606366,-117.26922418434856,54.324089572807075,-46.20882181537525,-146.5937018678219,71.72298592078904,-43.07332362598652,367.84141892143776,1956.808922693308,3071.9711626091444,berenjena
-313.5422068364604,93.06526235065095,-9.416811971211024,-170.87606331100108,83.79715239606227,-42.15377277983488,-111.37209087038097,78.4320477628347,-58.12598433199929,-121.18145113965048,61.681883556373535,-48.2532580161945,-95.9330381257889,37.611692338314526,-37.69629268981612,401.9954739479991,2009.4441906136246,3052.592369089517,berenjena
-413.8204470810624,-16.3320620914796,-41.82348923930685,-123.30840403389868,61.39572172099897,-78.99531023044783,-174.05366024106488,70.7393478901957,-37.45938218417965,-159.47763166441564,62.82209668444057,-40.03281458072439,-225.96670001414273,70.37949998847975,-5.316880066072745,739.1382251394882,1530.1216278170643,3049.7006053755294,camote
-205.0222324159814,63.73309258794008,-41.73718900020497,-143.1859950330589,101.55415424885685,-62.16116070564573,-143.79149599130983,107.64001383651933,-37.28921761887146,-148.1281688814182,108.46286679474701,-33.45545202028197,-116.47108536329094,60.37976480247774,-40.42345010850359,640.6291243851127,1450.6529947746278,2548.330706727095,camote
-279.90074886179224,74.34245533625968,-29.76934574866387,-125.36920420947104,96.10824204158487,-60.180751119202135,-160.247157028581,103.68351210460173,-23.253500424876798,-152.36453311997786,117.03596329929817,-15.39719616303484,-198.2689860972594,91.40793945023745,-27.652859960829925,509.58650068499855,1237.6713395488944,3060.8957089892215,camote
-306.3236958406334,77.29041555962674,-39.435604983682246,-119.99670514418753,93.27000049993197,-93.16307267114507,-215.202979429247,108.49171616135163,-37.91771130224488,-218.22364391859477,106.18523808765431,-25.854545012651528,-256.57299147966813,126.52844000329102,-25.776075570460012,697.2356112262223,1505.5668665985645,2669.243932809993,camote
-329.864507977872,64.4338692649867,-33.713702510646684,-108.05937919414161,82.81304786368177,-83.02477747783611,-184.77563597735383,98.35968195456881,-57.448490088102425,-185.62033431805872,97.13880758715214,-26.41437980887946,-273.29639838291274,110.45581959519086,-15.0924283428362,680.1554456721946,1693.6923467809527,2946.257146147211,camote
-261.78992545489655,88.83409056856274,-41.28661757770466,-93.89417854053329,78.01987549232379,-88.87085840004235,-155.03405916945812,105.21689157666567,-74.40173342804404,-195.42547537748152,108.18680156140326,-41.34531117102356,-250.5844976899309,120.0162021451777,-24.933263321835078,687.6548622599545,1662.1433452932174,2508.7729371775285,camote
-391.65505965684764,84.43932185309559,-39.70615668499904,-132.85144789374618,97.1811637128648,-63.62130537271311,-119.99822666684463,114.96802008671759,-66.15456346844582,-188.84827947137197,115.64033714827012,-15.69893970784102,-188.71707993625978,112.53021311953516,-12.73922280962501,763.816649162073,1610.309935503633,1825.374886558639,camote
-468.68854468229983,61.88789973937668,-27.486527317225743,-199.6935641292754,74.45146768280134,-41.24647157547544,-100.54939911804432,122.86746751497283,-68.25974377725694,-162.3103427780964,109.38674780748241,-32.24563614815897,-209.143127172296,116.50456216918292,-19.858838016890523,761.0047419014446,1470.7124202044236,2173.3233083139535,camote
-347.32767884726354,56.841108654770345,-54.23791220373814,-116.17486420997007,70.40778041444278,-99.21897885144406,-181.21732490133175,85.75186725169561,-64.54307842989891,-180.42838881368579,92.14142394174706,-33.89590169843998,-285.57931062693194,124.59759280494363,-18.818205922317343,803.5930244033857,1406.2627337379374,2793.2868519388753,camote
-136.52090359132094,58.59696456602202,-64.15372863982307,-95.54622929918227,98.94567227778252,-58.40884639717255,-128.10919201262817,113.06224649889819,-22.14499244346691,-139.84088708043674,121.22831927966338,-35.09761072307029,-171.99179398893244,68.26928108888453,-39.9215736429245,0.0,0.0,712.6305603406275,camote
-319.92776901646107,48.560156939389515,-16.495624142452193,-144.90354897669317,71.19450646555194,-81.19364359103407,-218.89527536204577,70.54612997568705,-35.58427094531324,-130.7669913283807,51.79872184414859,-45.66382424080651,-234.94894137527731,73.27654145892942,-27.46454995411863,772.1979617152937,1933.0592975446314,3132.9203126022635,camote
-360.48261060591665,-22.324395015553385,-40.180871351564946,-134.4266496144765,55.558734746495304,-62.488460934277406,-166.3423785815144,48.68238819397543,-37.368330251272965,-106.06501365978099,35.20822795131952,-40.60407454573768,-160.27580588844344,50.06319192978608,-22.677952845030568,757.1355899696795,1426.2709600978806,2972.413661716297,camote
-201.8593517790559,77.33140867138027,-54.50905207464293,-109.90193216006408,99.63931800309457,-65.4652113817246,-133.393125833854,93.96146161919988,-27.58605647212368,-130.49454261440843,108.2935278408225,-26.108440468969103,-177.831718134548,78.36783138556801,-30.032532433073253,336.0469624372535,741.1370941111683,2006.5435127949086,camote
-224.1166939202079,84.64655130579098,-32.515384393155514,-130.68034266611863,116.06702184075156,-53.243259728472594,-140.4141676978622,115.05371559080405,-40.57006218506887,-156.66847722093283,128.1269399803296,-33.021766510857574,-158.7508444578176,76.14799091269542,-40.509231400316274,606.0331122493867,1148.378576035427,2506.970160532112,camote
-246.7206023857325,45.546742523716425,-44.897360038546154,-118.63556364868523,80.32964970500949,-58.25917274618971,-146.2289235533996,97.45778691037148,-23.022678312494843,-164.68160833416562,100.87215972086963,-29.83126676342217,-152.19323416650684,51.57034272983835,-39.919610203068586,0.0,589.2697234993252,2238.9832845238393,camote
-295.75346936623663,57.93711011790549,-63.670095128838696,-131.9962511248603,100.64565878721956,-51.004259393030225,-171.94899939424928,115.01909912340747,-47.766652871191354,-163.072704508713,109.2218100444845,-65.75579703804998,-267.91091322988325,97.99061241083078,-50.93256789135974,692.3386087448271,1170.5668861744286,2648.063566717701,papa
-404.2882452814282,67.06887620824429,-45.084731394143994,-122.00047902548252,92.86715813034611,-58.31489112576096,-147.71145182109163,154.98726780812913,-49.83249102185023,-184.25968270196807,118.1367531286392,-71.0377568992474,-293.5022605399844,124.24290813140996,-47.63023947733658,707.6647855283173,1159.1934852826878,2502.8302859200485,papa
-324.54541471594314,93.61159957611059,-23.790094892158855,-132.48507938731595,125.02345726408002,-76.99315374519752,-242.76376345174805,119.34025900908702,-60.35845481003848,-270.5125791607481,127.93756598333123,-56.33450395827064,-174.63231496934114,107.05146319668386,-100.12845773434431,838.1429976768277,1376.9751120293997,2678.304736574935,papa
-367.4130446970106,83.27523072349202,-30.49021655084414,-111.68654140409748,80.6925357534389,-103.77817218699063,-158.09138828884025,111.77601127351834,-92.2420133228082,-304.1924621794914,105.80178846502665,-87.28689792646827,-315.0776009847673,109.8021101679356,-69.0412887212806,917.8227818945276,1510.69328473355,2667.7874397782225,papa
-347.0620026189066,87.37947393168338,-30.827385815553054,-107.62103338292248,82.37772538665668,-121.25167929521635,-271.05257303261294,120.3311191022195,-98.52595338148427,-298.89293642308394,96.42892087376596,-97.55184453865918,-172.83990561973977,137.90559760653989,-113.7750453388015,933.8691329351013,1470.725658086161,2606.354021698992,papa
-375.10738478814534,79.42147321924978,-24.542405204130887,-128.6982597620402,77.20463857285122,-95.40378035608691,-211.74410101628274,128.13744314382257,-62.841518600262134,-340.7306061263372,110.94398055165887,-51.11855350103419,-230.55862265311225,118.9432897335947,-71.9350754274348,0.0,0.0,892.6074434256095,papa
-386.30130196863104,87.59910229856364,-21.50024995846093,-109.65398660876323,87.54062076852458,-114.5862660848566,-179.91162229949023,120.59306101500549,-80.96710214492563,-217.44288980759302,110.58242280791337,-73.8554721067949,-229.99479562449696,105.56380554514435,-72.69343261331622,874.0719160262382,1507.8236456124764,2659.4132822627125,papa
-409.7747026715418,75.9682907752657,-26.481480433765427,-129.28474132582681,99.92274572707868,-121.05436024832511,-223.6205288760331,125.8405568247631,-92.48980757722407,-239.48184792434876,75.07086138332511,-68.99901350479435,-238.31770942591316,109.88054370365403,-77.56216682194899,878.7380836693997,1547.3679039524548,2667.8874029047997,papa
-361.8035706451383,85.43700284136096,-38.129328238714656,-114.20416171084169,138.78891909173723,-107.74115416852085,-299.06292143096107,121.15778123396856,-84.84582900915598,-304.9283465191333,116.2919867087343,-69.54258630522784,-159.5714811207329,110.92423822189008,-100.0738481882874,872.3079892143758,1366.3698912225232,2464.521832061825,papa
-392.94185179347426,62.264292807882086,-25.496811265088674,-143.5222194381876,100.55992493816214,-58.244893137326926,-229.64231719975305,134.93494599285663,-34.22043165245675,-198.836152041231,112.5486008748453,-59.447164342350824,-251.6816055801973,110.02746465657856,-67.84359294522831,675.9456411491749,1130.3869502676796,2933.369601497152,papa
-339.9495028079299,86.5772694568299,-46.08557343310624,-125.79631665562938,78.72915633981002,-67.98325530495447,-172.36508684029434,109.87581756155768,-54.573984332959526,-171.01398246575476,117.3917364260828,-68.9616367824667,-290.329160090104,106.53584615455338,-49.430411639594936,721.1363810909288,1170.5816423398585,2614.4771627903906,papa
-227.72968259467098,60.99953956679836,-56.403297540762786,-99.38886085308424,85.72152585445004,-43.17266136357004,-131.3719920955295,102.64479702476679,-31.798275252632003,-138.83430782054864,90.20237711849794,-40.420035919530335,-230.26545843241828,85.32851727822482,-42.43544012614397,0.0,0.0,720.2010789271933,papa
-306.2070974284551,69.54773315690697,-47.544839071576384,-142.46145432415386,102.68885679801,-53.71256790633614,-144.33042842187822,117.87376098169344,-44.18903444623394,-185.30829995892174,95.76361542235676,-54.85497436898388,-288.22669236465055,101.75507309299407,-55.73159277140739,645.368947821808,1255.7712676321826,2777.0554393656453,papa
-527.7687546499886,-30.04857463639786,-32.452593977664705,-159.76603629862228,44.41227170625619,-77.56872067941647,-193.6251424582385,58.719929135519614,-80.08924604159681,-160.36768431647,64.21941848253881,-72.42874454338912,-134.8388846369729,72.29665594752471,-70.69926588453771,779.9788880716712,1450.6554749581676,2625.841168048187,zanahoria
-141.80361295997227,-35.4532751486635,0.615959413100277,-135.93841528954823,83.12413282737205,-49.1760221141041,-135.6598534956009,104.4267413903201,-67.01844198948103,-172.95758332464823,101.08698130137847,-60.318149728978256,-214.22651421611516,95.89256765705265,-39.42256442807508,596.4512039605494,1383.8559663689477,3223.5361680272076,zanahoria
-154.37808817070695,-45.51755352122363,-1.1786622053983975,-96.84173571152937,88.63870650564476,-66.99263336112786,-127.04903693660549,92.5417142219386,-66.02133992535207,-106.08922602159346,75.46660643322079,-63.84317412245208,-102.94343200373855,82.11979157958521,-64.4631604028427,713.8568745813096,1909.3707646858686,2956.733242068033,zanahoria
-155.92478302423277,-48.51104325151156,1.013240032794697,-121.10989323054896,68.11830925954928,-51.941010848892596,-130.3860144519714,105.64330816956428,-64.07340390325024,-141.0945121904944,113.17553723957107,-72.93339089753808,-147.34130346742603,122.51524243469255,-55.454485801065445,654.2115012634484,1305.2312439922707,2884.9610975127307,zanahoria
-262.07799124976634,-42.654220058790145,23.59012388673528,-152.02296146461828,85.98711804288813,-67.90634526490524,-129.19265195718043,92.374216692815,-69.1155480954293,-156.89021279472672,100.94892030339008,-74.09303883131736,-207.43646846882257,116.8592582623883,-35.94233877400508,835.6425949347167,1672.7342759928165,1782.061579159786,zanahoria
-251.36257584029931,-9.165005193420697,4.206498271137906,-112.4693093489689,69.76687480986337,-93.11219682693752,-134.39627524518176,85.56984558303364,-74.92244365853458,-138.87432939160087,78.64382989065686,-61.553100850509495,-209.2663141458209,104.60792514126236,-16.861671725050947,800.1753498444256,1790.705854154879,2211.8853117957947,zanahoria
-271.93873514972745,-66.31454749517596,9.300441766887475,-150.82123428962151,60.76019303906128,-93.34327303456197,-98.60952554009087,104.76180329630438,-89.06899361088554,-152.08882026923774,116.11247366085861,-69.2148993328791,-166.95776583454895,81.56098347139519,-56.80454872368239,782.5108836972395,1820.5314779462763,3054.5520077417177,zanahoria
-777.9035746867506,0.5765473729877987,-5.321079135537149,-125.08571664970334,51.86864416481778,-69.15281268014449,-112.75276779109677,74.1174537418002,-79.6770221707845,-134.4761994089477,71.61846574818719,-75.53655375070863,-179.33953436115738,106.5668243341137,-47.86945166380933,729.4023456048221,1708.4078821510775,2856.699975024407,zanahoria
-246.9844939598489,4.812242670481501,6.894306088817734,-129.8791393598627,73.03633759316742,-77.4624196617157,-132.34848594070488,66.6946932804127,-75.0770286521597,-127.68196308366969,87.76247736218662,-61.60946359473795,-175.71277375923438,100.02062604901148,-43.549958675095894,725.6614719563603,1825.9315317809378,2968.0522827795694,zanahoria
-249.011370421001,-32.95751304783475,20.304486105896785,-127.20631576012738,76.39041139505986,-83.755928372937,-147.41365808669124,99.27933103442543,-86.18583105030878,-159.0420442907494,95.25657564311653,-74.29855551882,-222.70323581921608,111.95881884728519,-32.996618443544875,843.9219717353511,1804.206229920616,2048.683996529531,zanahoria
-166.37979171171293,-77.91517051490678,7.254879675770312,-112.12549710821057,52.394555071477726,-47.962529285210465,-144.67670310128975,86.81476986751912,-55.80427384252788,-135.5947248633933,100.55628580672399,-61.7822786070839,-126.81713190284242,102.47096085505564,-54.75165440733497,631.2865862178764,1394.9850673622718,3230.496167766422,zanahoria
-493.77671311196207,-13.084334149305823,-26.35327271641741,-125.28212866107961,51.35548418267124,-74.59193741981997,-152.69073299883485,46.720398914042946,-70.13296471717223,-150.60449523209508,53.27349443347187,-79.21151402904036,-122.87596884455775,70.06613891749427,-66.96319597415284,794.6602379543435,1627.8034783630449,2715.458329470972,zanahoria
-456.5888038724482,-66.24891737794076,-29.929839642188096,-96.6456399475045,32.91714840687125,-88.98533794857663,-179.76190211803038,57.82125994391521,-84.67253828157234,-184.48357568947682,46.68905636454408,-92.69768467038833,-173.6188306936123,58.06772773153816,-57.6593992624556,809.4937080996298,1561.123878372914,2586.8627231298997,zanahoria
-459.9807373457005,-76.88131349676016,-6.1806192824202215,-133.74562873670416,-98.81674139846771,20.16419629822878,-91.03334465737066,21.20847680080343,-57.28075083680035,-162.79984055328313,46.77247161365286,-72.77398500567679,-155.13178202964855,34.71155029768675,-100.87351628689972,826.8191594590209,1618.396987745991,2641.6951712820933,zanahoria
-245.00243661726137,-78.48474623650687,29.91731113952121,-166.6944409140882,-85.59678644006638,13.866578852417623,-120.47754929063747,50.11434160917695,-67.56782035175257,-172.34060678012028,67.77389999681277,-74.41881817435713,-163.66893074816076,60.84743229982608,-77.82643071435493,795.0347152364134,1588.8902548897233,2626.6328815413663,zanahoria
-561.0637079399369,-60.24159304613213,-31.222333177525122,-104.28037192466766,35.1019769842137,-69.2851687016313,-154.64471690662396,54.9346629882423,-77.9119008222804,-160.0189954879067,34.70077785104128,-88.29430399339617,-139.0365684076891,48.22078751134101,-65.54281365414967,793.5188327895626,1579.5482123494141,2723.565091859396,zanahoria
-150.87118117213996,-62.058250122513584,16.694271827130592,-103.71633510641928,83.61194283070371,-53.876227471158415,-147.7282461209758,101.44538268843995,-45.36086139401247,-139.54937280596369,95.09605658540525,-57.07893627642083,-141.04519070246664,93.76096791187767,-36.223053444191194,687.7086653468701,1174.851194096766,3519.245188086914,zanahoria
-106.71464284666122,-38.42502446772491,-4.272930738108114,-114.27776721282476,73.51820508223703,-39.77378569843215,-129.70950537517746,101.50408848814634,-39.99042328399994,-131.6436753101113,93.9263457494519,-46.74040136836693,-124.08105133600411,94.94928080170384,-30.428672982630037,519.1949164778106,1466.5444597766505,2649.0915413304674,zanahoria
-206.34137376872732,-58.33704494409609,-9.18420213091644,-69.19450477494813,25.13156871348833,-69.80386883963871,-108.5392747323845,80.54007691796697,-85.25149784511784,-138.0925935790172,98.02303894748556,-89.30174612428269,-163.51398724873664,105.52527447201469,-76.86147768137887,796.1342507654241,1488.1086242686717,2946.9948308730045,zanahoria
